 ==  = 
|    Run |             SelectedLS |     Recorded |                HLTpath |                  L1bit |    Effective |
| 172802 |     [1-629], [634-784] |  13.204(/pb) | HLT_HT450_v8(720,1440, |         "L1_HTT100"(1) |   1.145(/pb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172802 |     [1-629], [634-784] |  13.204(/pb) | HLT_HT500_v8(720,1440, |         "L1_HTT100"(1) |   3.699(/pb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172802 |     [1-629], [634-784] |  13.204(/pb) | HLT_HT550_v8(720,1440, |         "L1_HTT100"(1) |  13.204(/pb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172802 |     [1-629], [634-784] |  13.204(/pb) | HLT_HT600_v1(720,1440, |         "L1_HTT100"(1) |  13.204(/pb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172819 |      [57-87], [92-254] |   8.148(/pb) | HLT_HT150_v8(720,1440, |    "L1_HTT50"(1,10,30) | 227.594(/ub) |
|        |                        |              |          210,1010,510) |                        |              |
| 172819 |      [57-87], [92-254] |   8.148(/pb) | HLT_HT200_v8(720,1440, |       "L1_HTT75"(1,10) |   5.658(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172819 |      [57-87], [92-254] |   8.148(/pb) | HLT_HT250_v8(720,1440, |         "L1_HTT100"(1) |  14.048(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172819 |      [57-87], [92-254] |   8.148(/pb) | HLT_HT300_v9(720,1440, |         "L1_HTT100"(1) |  27.160(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172819 |      [57-87], [92-254] |   8.148(/pb) | HLT_HT350_v8(720,1440, |         "L1_HTT100"(1) |  40.739(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172819 |      [57-87], [92-254] |   8.148(/pb) | HLT_HT400_v8(720,1440, |         "L1_HTT100"(1) |  81.479(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172819 |      [57-87], [92-254] |   8.148(/pb) | HLT_HT450_v8(720,1440, |         "L1_HTT100"(1) | 271.595(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172819 |      [57-87], [92-254] |   8.148(/pb) | HLT_HT500_v8(720,1440, |         "L1_HTT100"(1) | 814.786(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172819 |      [57-87], [92-254] |   8.148(/pb) | HLT_HT550_v8(720,1440, |         "L1_HTT100"(1) |   8.148(/pb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172819 |      [57-87], [92-254] |   8.148(/pb) | HLT_HT600_v1(720,1440, |         "L1_HTT100"(1) |   8.148(/pb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172822 |      [1-75], [77-127], |  67.625(/pb) | HLT_HT150_v8(720,1440, |    "L1_HTT50"(1,10,30) |   2.586(/nb) |
|        |  [133-353], [358-662], |              |          210,1010,510) |                        |              |
|        | [667-832], [837-1096], |              |                        |                        |              |
|        |           [1102-1112], |              |                        |                        |              |
|        |           [1118-2121], |              |                        |                        |              |
|        |            [2127-2333] |              |                        |                        |              |
| 172822 |      [1-75], [77-127], |  67.625(/pb) | HLT_HT200_v8(720,1440, |       "L1_HTT75"(1,10) |  64.286(/nb) |
|        |  [133-353], [358-662], |              |          210,1010,510) |                        |              |
|        | [667-832], [837-1096], |              |                        |                        |              |
|        |           [1102-1112], |              |                        |                        |              |
|        |           [1118-2121], |              |                        |                        |              |
|        |            [2127-2333] |              |                        |                        |              |
| 172822 |      [1-75], [77-127], |  67.625(/pb) | HLT_HT250_v8(720,1440, |         "L1_HTT100"(1) | 158.911(/nb) |
|        |  [133-353], [358-662], |              |          210,1010,510) |                        |              |
|        | [667-832], [837-1096], |              |                        |                        |              |
|        |           [1102-1112], |              |                        |                        |              |
|        |           [1118-2121], |              |                        |                        |              |
|        |            [2127-2333] |              |                        |                        |              |
| 172822 |      [1-75], [77-127], |  67.625(/pb) | HLT_HT300_v9(720,1440, |         "L1_HTT100"(1) | 308.916(/nb) |
|        |  [133-353], [358-662], |              |          210,1010,510) |                        |              |
|        | [667-832], [837-1096], |              |                        |                        |              |
|        |           [1102-1112], |              |                        |                        |              |
|        |           [1118-2121], |              |                        |                        |              |
|        |            [2127-2333] |              |                        |                        |              |
| 172822 |      [1-75], [77-127], |  67.625(/pb) | HLT_HT350_v8(720,1440, |         "L1_HTT100"(1) | 463.373(/nb) |
|        |  [133-353], [358-662], |              |          210,1010,510) |                        |              |
|        | [667-832], [837-1096], |              |                        |                        |              |
|        |           [1102-1112], |              |                        |                        |              |
|        |           [1118-2121], |              |                        |                        |              |
|        |            [2127-2333] |              |                        |                        |              |
| 172822 |      [1-75], [77-127], |  67.625(/pb) | HLT_HT400_v8(720,1440, |         "L1_HTT100"(1) | 926.747(/nb) |
|        |  [133-353], [358-662], |              |          210,1010,510) |                        |              |
|        | [667-832], [837-1096], |              |                        |                        |              |
|        |           [1102-1112], |              |                        |                        |              |
|        |           [1118-2121], |              |                        |                        |              |
|        |            [2127-2333] |              |                        |                        |              |
| 172822 |      [1-75], [77-127], |  67.625(/pb) | HLT_HT450_v8(720,1440, |         "L1_HTT100"(1) |   3.176(/pb) |
|        |  [133-353], [358-662], |              |          210,1010,510) |                        |              |
|        | [667-832], [837-1096], |              |                        |                        |              |
|        |           [1102-1112], |              |                        |                        |              |
|        |           [1118-2121], |              |                        |                        |              |
|        |            [2127-2333] |              |                        |                        |              |
| 172822 |      [1-75], [77-127], |  67.625(/pb) | HLT_HT500_v8(720,1440, |         "L1_HTT100"(1) |   9.267(/pb) |
|        |  [133-353], [358-662], |              |          210,1010,510) |                        |              |
|        | [667-832], [837-1096], |              |                        |                        |              |
|        |           [1102-1112], |              |                        |                        |              |
|        |           [1118-2121], |              |                        |                        |              |
|        |            [2127-2333] |              |                        |                        |              |
| 172822 |      [1-75], [77-127], |  67.625(/pb) | HLT_HT550_v8(720,1440, |         "L1_HTT100"(1) |  67.625(/pb) |
|        |  [133-353], [358-662], |              |          210,1010,510) |                        |              |
|        | [667-832], [837-1096], |              |                        |                        |              |
|        |           [1102-1112], |              |                        |                        |              |
|        |           [1118-2121], |              |                        |                        |              |
|        |            [2127-2333] |              |                        |                        |              |
| 172822 |      [1-75], [77-127], |  67.625(/pb) | HLT_HT600_v1(720,1440, |         "L1_HTT100"(1) |  67.625(/pb) |
|        |  [133-353], [358-662], |              |          210,1010,510) |                        |              |
|        | [667-832], [837-1096], |              |                        |                        |              |
|        |           [1102-1112], |              |                        |                        |              |
|        |           [1118-2121], |              |                        |                        |              |
|        |            [2127-2333] |              |                        |                        |              |
| 172824 |                 [1-54] |   1.041(/pb) | HLT_HT150_v8(720,1440, |    "L1_HTT50"(1,10,30) |  58.150(/ub) |
|        |                        |              |          210,1010,510) |                        |              |
| 172824 |                 [1-54] |   1.041(/pb) | HLT_HT200_v8(720,1440, |       "L1_HTT75"(1,10) |   1.446(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172824 |                 [1-54] |   1.041(/pb) | HLT_HT250_v8(720,1440, |         "L1_HTT100"(1) |   3.589(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172824 |                 [1-54] |   1.041(/pb) | HLT_HT300_v9(720,1440, |         "L1_HTT100"(1) |   6.939(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172824 |                 [1-54] |   1.041(/pb) | HLT_HT350_v8(720,1440, |         "L1_HTT100"(1) |  10.409(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172824 |                 [1-54] |   1.041(/pb) | HLT_HT400_v8(720,1440, |         "L1_HTT100"(1) |  20.818(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172824 |                 [1-54] |   1.041(/pb) | HLT_HT450_v8(720,1440, |         "L1_HTT100"(1) |  69.393(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172824 |                 [1-54] |   1.041(/pb) | HLT_HT500_v8(720,1440, |         "L1_HTT100"(1) | 208.178(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172824 |                 [1-54] |   1.041(/pb) | HLT_HT550_v8(720,1440, |         "L1_HTT100"(1) |   1.041(/pb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172824 |                 [1-54] |   1.041(/pb) | HLT_HT600_v1(720,1440, |         "L1_HTT100"(1) |   1.041(/pb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172847 |               [62-131] |   2.960(/pb) | HLT_HT150_v8(720,1440, |    "L1_HTT50"(1,10,30) |  82.682(/ub) |
|        |                        |              |          210,1010,510) |                        |              |
| 172847 |               [62-131] |   2.960(/pb) | HLT_HT200_v8(720,1440, |       "L1_HTT75"(1,10) |   2.056(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172847 |               [62-131] |   2.960(/pb) | HLT_HT250_v8(720,1440, |         "L1_HTT100"(1) |   5.103(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172847 |               [62-131] |   2.960(/pb) | HLT_HT300_v9(720,1440, |         "L1_HTT100"(1) |   9.867(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172847 |               [62-131] |   2.960(/pb) | HLT_HT350_v8(720,1440, |         "L1_HTT100"(1) |  14.800(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
| 172847 |               [62-131] |   2.960(/pb) | HLT_HT400_v8(720,1440, |         "L1_HTT100"(1) |  29.600(/nb) |
|        |                        |              |          210,1010,510) |                        |              |
